Step,Time,Velocity (m/s),Ay (g),Radius (m),Body slip
184,22.3917000923478,13.311777906230759,1.7624964649166834,56.62691892268768,0
185,22.49052389327332,13.311777906230759,1.7624964649166834,65.07081177230668,0
186,22.585936690439464,13.311777906230759,1.7624964649166834,75.79948112894846,0
187,22.67826962117961,13.311777906230759,1.7624964649166834,89.89458165630276,0
188,22.76905814719359,13.311777906230759,1.7624964649166834,109.36463663850539,0
189,22.859558217017934,13.311777906230759,1.4395489440671445,138.379227676841,0
190,22.94951514607782,13.311777906230759,1.4395489440671445,187.18232880069866,0
191,23.041406728040464,13.311777906230759,1.4395489440671445,289.3177376682089,0
192,23.163373879041494,13.311777906230759,1.4395489440671445,10,0
193,23.282014075874933,13.311777906230759,1.4395489440671445,10,0
194,23.421558251378165,13.311777906230759,1.4395489440671445,23.442492166525543,0
195,23.609530096610392,13.311777906230759,1.4395489440671445,10,0
196,23.767351374338695,13.311777906230759,1.4395489440671445,10.947307106276702,0
197,23.905418405404635,13.311777906230759,1.4395489440671445,13.293133277753597,0
198,24.049264401304985,13.311777906230759,1.4395489440671445,24.35242569296053,0
199,24.1900503703906,13.311777906230759,1.4395489440671445,42.2458149493436,0
200,24.3247317516207,13.311777906230759,0.7755735368189278,72.96303730623961,0
201,24.45637063631175,13.311777906230759,0.7755735368189278,140.69951100892223,0
202,24.586801447834294,13.311777906230759,0.7755735368189278,543.4104613374916,0
203,24.708396704448113,13.311777906230759,0.7755735368189278,288.4577931224878,0
204,24.81578778847153,13.311777906230759,0.7755735368189278,97.00616330011377,0
205,24.908641743426074,13.311777906230759,0.7755735368189278,46.94599853620222,0
206,24.99288645615635,13.311777906230759,0.7755735368189278,23.4584816118807,0
207,25.091200988733455,13.311777906230759,0.7755735368189278,10.858671218652525,0
208,25.19004328441887,13.311777906230759,0.7755735368189278,10,0
209,25.299392240500957,13.311777906230759,0.7755735368189278,10,0
210,25.43106206645095,13.311777906230759,0.3755906181882904,10,0
211,25.595210746721293,13.311777906230759,0.3755906181882904,10,0
212,25.775788313830354,13.311777906230759,0.3755906181882904,49.15264120997888,0
213,25.947983049985112,13.311777906230759,0.3755906181882904,39.746314905573584,0
214,26.097758900556713,13.311777906230759,0.3755906181882904,11.241882872577762,0
215,26.233971576787404,13.311777906230759,0.3755906181882904,10,0
216,26.3314955559339,13.311777906230759,0.3755906181882904,10,0
217,26.436366973865567,13.515918881138177,0.3755906181882904,10,0
218,26.564651130475312,13.717022103146206,0.3755906181882904,14.971703819743727,0
219,26.717669172223673,13.915219278002617,0.3755906181882904,10.989943491995474,0
220,26.915943464042655,14.110632860775231,0.2701327986930902,10,0
221,27.129706355495138,14.329237032239554,0.2701327986930902,10,0
222,27.26694395652924,14.544555961617428,0.2701327986930902,10,0
223,27.41678248303984,14.75673345680326,0.2701327986930902,10,0
224,27.571018016039094,14.965903130437948,0.2701327986930902,17.3889970496891,0
225,27.708523242337726,15.17218938400678,0.2701327986930902,32.85113756083232,0
226,27.85547393430666,15.375708273074242,0.2701327986930902,10,0
227,28.024342006808787,15.576568270745625,0.2701327986930902,10,0
228,28.174371495896125,15.774870943615197,0.2701327986930902,10,0
229,28.30796619953113,15.970711552157926,0.2701327986930902,10,0
230,28.439557821921227,16.16417958563769,0.28159616475349375,10,0
231,28.594904249357256,16.35972979411821,0.28159616475349375,10,0
232,28.6992321332987,16.55297001134152,0.28159616475349375,10,0
233,28.8266494858115,16.743980215473993,0.28159616475349375,16.88685496278238,0
234,28.963344617134897,16.932835873414625,0.28159616475349375,37.45044163614368,0
235,29.10067568930432,17.11960828920481,0.28159616475349375,72.0715872836415,0
236,29.234422086757796,17.30436491858695,0.28159616475349375,131.90431391053335,0
237,29.366297990292118,17.487169653647083,0.28159616475349375,262.04211257193305,0
238,29.497024537915195,17.66808308094707,0.28159616475349375,1015.9912126111636,0
239,29.61850789048062,17.847162716103107,0.28159616475349375,544.0733441627335,0
240,29.724732883339236,18.024463217385243,0.33595388095608897,177.59222413490232,0
241,29.814325148826498,18.024463217385243,0.33595388095608897,81.30307609645962,0
242,29.885777830747386,18.024463217385243,0.33595388095608897,36.59863597753543,0
243,29.979303434553763,18.024463217385243,0.33595388095608897,13.751412696276695,0
244,30.177325637674137,18.024463217385243,0.33595388095608897,90.72246993354923,0
245,30.3358447781279,18.024463217385243,0.33595388095608897,77.69399066210673,0
246,30.455906182677193,18.024463217385243,0.33595388095608897,88.8551504253379,0
247,30.55182962029958,18.024463217385243,0.33595388095608897,744.6845905784531,0
248,30.63608100097086,18.024463217385243,0.33595388095608897,48.64476187519651,0
249,30.71871942147728,18.024463217385243,0.33595388095608897,20.81320704069086,0
250,30.819652549360775,18.024463217385243,0.38528962426175256,15.974089628629535,0
251,30.93405485470886,18.024463217385243,0.38528962426175256,18.21342392625365,0
252,31.05222640032399,18.024463217385243,0.38528962426175256,14.725096636938998,0
253,31.16355333627557,17.82141564559684,0.43923077730744825,14.343940510994813,0
254,31.27133128753678,17.594361125880315,0.43923077730744825,20.182041960220932,0
255,31.377870944737662,17.364337915470692,0.43923077730744825,58.314552632735534,0
256,31.487332900433643,17.13122643179459,0.43923077730744825,87.90363551347795,0
257,31.608014529359714,16.894898841726818,0.43923077730744825,36.5213696135454,0
258,31.747599143294124,16.65521824194888,0.43923077730744825,32.01584572590352,0
259,31.83315729890748,16.41203773154666,0.43923077730744825,36.04292223188218,0
260,31.943486183292052,16.213468258936658,0.5631524379715988,13.552799932704723,0
261,32.064269871401734,16.012436524944658,0.5631524379715988,27.05698856561926,0
262,32.19523280400563,15.808848596504964,0.5631524379715988,78.06575248755388,0
263,32.32863864043926,15.60260441173371,0.5631524379715988,300.91028993164866,0
264,32.45817694047662,15.393597205035848,0.5631524379715988,68.22806137519265,0
265,32.589902265424044,15.181712860962781,0.5631524379715988,43.558382745572295,0
266,32.726958737271495,14.966829185721268,0.5631524379715988,34.453644274830054,0
267,32.85048751076137,14.748815083131024,0.5631524379715988,20.799558078675012,0
268,32.960877395470504,14.52752961925146,0.5631524379715988,22.2647127909834,0
269,33.0611450816047,14.302820956722618,0.5631524379715988,32.149704288083605,0
270,33.15354511320263,14.206827995387945,1.078899210763428,135.07196112225773,0
271,33.24110733125982,14.110181999570864,1.078899210763428,43.863225226686644,0
272,33.34626159834469,14.012869457448343,1.078899210763428,18.77572748115296,0
273,33.481555317351784,13.914876384717314,1.078899210763428,13.472153650731453,0
274,33.58914950609593,13.816188301135684,1.078899210763428,13.783713990657303,0
275,33.66303283476396,13.716790205544207,1.078899210763428,10,0
276,33.73863931004434,13.61666654924723,1.078899210763428,39.786895651834605,0
277,33.863828639606886,13.515801207618564,1.078899210763428,10,0
278,34.08836446445581,13.41417744978567,1.078899210763428,13.982022159717218,0
279,34.3030353948565,13.311777906230759,1.078899210763428,51.19535541328254,0
280,34.380806385459486,13.311777906230759,1.5134182482582195,78.3277649646605,0
281,34.461285112457496,13.311777906230759,1.5134182482582195,115.96361258810471,0
282,34.54578155588106,13.311777906230759,1.5134182482582195,169.29682252626594,0
283,34.63576877439376,13.311777906230759,1.5134182482582195,247.48421882384278,0
284,34.73073326469526,13.311777906230759,1.5134182482582195,369.69971529765684,0
285,34.82697437805805,13.311777906230759,1.5134182482582195,584.1647219434842,0
286,34.922734983579524,13.311777906230759,1.5134182482582195,1056.7446130074625,0
287,35.017987390931324,13.311777906230759,1.5134182482582195,2988.890055752638,0
288,35.112629355571684,13.311777906230759,1.5134182482582195,5803.048170808948,0
289,35.20656283665528,14.514373289228194,1.5134182482582195,1644.2364882987015,0
290,35.301078491278986,14.514373289228194,1.6008103904046944,1002.7265233901194,0
291,35.39732857372404,13.311777906230759,1.6264628664945742,736.4735897241989,0
292,35.49484050350038,13.311777906230759,1.6264628664945742,586.7881520443822,0
293,35.59121894039077,13.311777906230759,1.6264628664945742,488.1738199295412,0
294,35.68565353143955,13.311777906230759,1.6264628664945742,416.42377187284575,0
295,35.77811417392156,13.311777906230759,1.6264628664945742,360.56586969532236,0
296,35.86854482201152,13.311777906230759,1.6264628664945742,314.9439831511665,0
297,35.957758353292114,13.311777906230759,1.6264628664945742,276.37499548953,0
298,36.046430713653926,13.311777906230759,1.6264628664945742,242.9517484500212,0
299,36.13426179295338,13.311777906230759,1.6264628664945742,213.47768635311434,0
300,36.219995686181704,13.311777906230759,-1.4395489440671445,187.17546858729187,0
301,36.30284684843789,13.311777906230759,-1.4395489440671445,163.52604003394669,0
302,36.382767590285674,13.311777906230759,-1.4395489440671445,142.17460075347148,0
303,36.459697163867204,13.311777906230759,-1.4395489440671445,122.8730192988963,0
304,36.53356776457524,13.311777906230759,-1.4395489440671445,105.44312624519182,0
305,36.60443107565974,13.311777906230759,-1.4395489440671445,89.75249684878385,0
306,36.744477197905276,13.311777906230759,-1.4395489440671445,10,0
307,36.894286650083494,13.311777906230759,-1.4395489440671445,129.42643043428404,0
308,37.04936302411404,13.311777906230759,-1.4395489440671445,10,0
309,37.18534892200487,13.311777906230759,-1.4395489440671445,10,0
310,37.331661608335146,13.311777906230759,-0.9595581386803407,23.488114324450542,0
311,37.47434196557011,13.311777906230759,-0.9595581386803407,291.40304897830254,0
312,37.6101133865813,13.311777906230759,-0.9595581386803407,26.864907592104153,0
313,37.7289396812752,13.311777906230759,-0.9595581386803407,15.659063616574105,0
314,37.84187724225384,13.311777906230759,-0.9595581386803407,16.549261218902174,0
315,37.95662712007839,13.311777906230759,-0.9595581386803407,21.20120664167631,0
316,38.07095900043955,13.311777906230759,-0.9595581386803407,28.27085037226378,0
317,38.18781811272324,13.311777906230759,-0.9595581386803407,39.10010594117573,0
318,38.310375095549894,13.436243556953695,-0.9595581386803407,56.50442312092766,0
319,38.416023203979854,13.311777906230759,-0.24326965350463686,87.5287345143352,0
320,38.57131732815471,13.311777906230759,1.4395489440671445,10,0
321,38.750540146356194,13.311777906230759,1.4395489440671445,23.49821541593219,0
322,38.935282790650724,13.311777906230759,1.4395489440671445,73.21523922472468,0
323,39.09487464749753,13.311777906230759,1.4395489440671445,247.9731240623309,0
324,39.22552119503048,13.311777906230759,1.4395489440671445,40.045137830669276,0
325,39.345541864001305,13.311777906230759,1.4395489440671445,14.356279429043182,0
326,39.451865790988904,13.311777906230759,1.4395489440671445,10,0
327,39.550016070405604,13.311777906230759,1.4395489440671445,10,0
328,39.74415338606124,13.311777906230759,1.4395489440671445,10,0
329,39.91679686432585,13.311777906230759,1.4395489440671445,13.613697348703928,0
330,40.0579001619631,13.311777906230759,1.4395489440671445,10.158085417179096,0
331,40.17654563765925,13.311777906230759,1.4395489440671445,11.805660023953994,0
332,40.276889188641405,13.311777906230759,1.4395489440671445,281.4655331343989,0
333,40.38039354545187,13.311777906230759,1.4395489440671445,14.769839065384458,0
334,40.485976169423594,13.311777906230759,1.4395489440671445,19.28418737056074,0
335,40.591347086382,13.311777906230759,1.4395489440671445,25.30343091192466,0
336,40.69576660612444,13.311777906230759,1.4395489440671445,33.214680920344385,0
337,40.799004149691335,13.311777906230759,1.4395489440671445,43.59944987268841,0
338,40.90355915322329,13.311777906230759,1.4395489440671445,57.403091328079014,0
339,41.0116884665508,13.311777906230759,1.4395489440671445,76.30438340310505,0
340,41.12178546148355,13.311777906230759,1.4395489440671445,103.62147989830807,0
341,41.22912162320727,13.311777906230759,1.4395489440671445,146.9503257394841,0
342,41.33338268255825,13.311777906230759,1.4395489440671445,228.21712533214563,0
343,41.43468028156176,13.311777906230759,1.4395489440671445,446.91324823902323,0
344,41.5330561524001,13.311777906230759,1.4395489440671445,3876.8432160592524,0
345,41.62994158717448,13.311777906230759,1.4395489440671445,604.5587187431438,0
346,41.72646672542785,13.311777906230759,1.4395489440671445,278.77052600645834,0
347,41.821932455923694,13.311777906230759,1.4395489440671445,177.64395135930997,0
348,41.913990723342785,13.311777906230759,1.4395489440671445,126.98908263862916,0
349,42.002144403710474,13.311777906230759,1.4395489440671445,95.86121562235788,0
350,42.08644115422459,13.311777906230759,1.4395489440671445,74.45915020018838,0
351,42.16694174582828,13.311777906230759,1.4395489440671445,58.72156115338415,0
352,42.24424158971169,13.311777906230759,1.4395489440671445,46.67162897737062,0
353,42.34162460233159,13.311777906230759,1.4395489440671445,37.23464598172717,0
354,42.43616346617325,13.311777906230759,1.4395489440671445,78.50104723479643,0
355,42.52065547753283,13.311777906230759,1.4395489440671445,71.78366993171846,0
356,42.596763505335275,13.311777906230759,1.4395489440671445,71.54370885771675,0
357,42.66650177724057,13.311777906230759,1.4395489440671445,81.96887469385321,0
358,42.73166782858629,13.311777906230759,1.4395489440671445,123.1476787255873,0
359,42.79392522816149,13.311777906230759,1.4395489440671445,548.3332085479988,0
360,42.854878181543874,13.311777906230759,1.5533870732632995,172.07651378284712,0
361,42.91613023092947,13.311777906230759,1.5533870732632995,75.41461912328718,0
362,42.9793193327992,13.311777906230759,1.5533870732632995,52.83887971542101,0
363,43.046115035293035,13.311777906230759,1.5533870732632995,45.81068194394221,0
364,43.1181578110616,13.311777906230759,1.5533870732632995,45.56007228508666,0
365,43.196983553486696,13.311777906230759,1.5533870732632995,49.95733261171697,0
366,43.28401048790569,13.311777906230759,1.5533870732632995,58.763523229748074,0
367,43.37651800969762,13.311777906230759,1.5533870732632995,72.60662663781723,0
368,43.462557192878386,13.311777906230759,1.5533870732632995,209.23457074108558,0
369,43.542070392082906,13.311777906230759,1.4395489440671445,173.43344572907375,0
370,43.61600419584983,13.311777906230759,1.4395489440671445,146.63982047481628,0
371,43.68524452159677,13.311777906230759,1.4395489440671445,127.02778270978392,0
372,43.75062984754647,13.311777906230759,1.4395489440671445,113.29334516331758,0
373,43.81295774343865,13.311777906230759,1.4395489440671445,104.58565278580436,0
374,43.872988402719635,13.311777906230759,1.4395489440671445,100.48862947935812,0
375,43.93145123070434,13.311777906230759,1.4395489440671445,101.07052364808251,0
376,43.98904963267115,13.311777906230759,1.4395489440671445,107.04860474053623,0
377,44.046462261728166,13.311777906230759,1.4395489440671445,120.1894599272424,0
378,44.10447123746481,13.311777906230759,1.4395489440671445,144.27469015441477,0
379,44.16394195460755,13.311777906230759,0.23709982111870478,187.6718422273205,0
380,44.22553191041659,13.311777906230759,-1.4395489440671445,271.58547398996774,0
381,44.29521331986025,13.311777906230759,-1.4395489440671445,466.74107015011936,0
382,44.370973843456284,13.311777906230759,-1.4395489440671445,98.46814497462879,0
