Time (s),Velocity (m/s)
0.0,19.967858122410863
0.03299905467895323,19.78395754822606
0.06599810935790645,19.59833142242707
0.09899716403685968,19.4109302408868
0.1319962187158129,19.221702086179963
0.16499527339476613,19.030592459593496
0.19799432807371936,18.837544097796247
0.2309933827526726,18.642496772420255
0.2639924374316258,18.445387070565396
0.29699149211057907,18.246148153960124
0.16499527339476616,18.078013528453152
0.1978949092865418,17.90830041666735
0.23079454517831743,17.73696350822994
0.26369418107009307,17.563955282650696
0.2965938169618687,17.389225855386034
0.3294934528536444,17.212722809837462
0.36239308874542003,17.034391013680874
0.39468209693691575,16.85417241770252
0.42673706852196347,16.672005835061277
0.4585625142383104,16.487826698597665
0.328850124955469,16.309098997196653
0.36119385448617986,16.12839083596785
0.39353758401689065,15.945634882785395
0.4258813135476015,15.760759901491841
0.45822504307831236,15.573690427443454
0.4905687726090232,15.384346407540837
0.5229125021397341,15.192642799874728
0.5552562316704448,14.998489127307332
0.5875999612011557,14.801788978340657
0.6199436907318665,14.602439447458694
0.49056877260902326,14.44002316147491
0.52645462210423,14.275759173899157
0.5623404715994367,14.109582951965661
0.5982263210946435,13.941426116636494
0.6341121705898503,13.77121611379577
0.6699980200850569,13.598875848396526
0.7058838695802637,13.42432327632706
0.7417697190754704,13.247470947866638
0.7776555685706772,13.06822549552175
0.813541418065884,12.886487057729841
0.6699980200850572,12.886487057729841
0.7130359361260358,12.886487057729841
0.7560738521670144,12.886487057729841
0.799111768207993,12.886487057729841
0.8421496842489716,12.886487057729841
0.8851876002899502,12.886487057729841
0.928225516330929,12.886487057729841
0.9712634323719076,12.886487057729841
1.0143013484128862,12.886487057729841
1.0573392644538648,13.227935622632558
0.8851876002899502,13.227935622632558
0.9360481025147133,12.886487057729841
0.9869086047394763,12.886487057729841
1.0377691069642392,12.886487057729841
1.0886296091890022,12.886487057729841
1.1394901114137652,12.886487057729841
1.1903506136385282,12.886487057729841
1.241211115863291,12.886487057729841
1.292071618088054,12.886487057729841
1.3429321203128168,12.886487057729841
1.1394901114137648,12.886487057729841
1.1904546305333716,12.886487057729841
1.2414191496529785,12.886487057729841
1.2923836687725851,12.886487057729841
1.343348187892192,12.886487057729841
1.3943127070117989,12.886487057729841
1.4452772261314057,12.886487057729841
1.4962417452510126,12.886487057729841
1.5472062643706193,12.886487057729841
1.5981707834902261,12.886487057729841
1.394312707011799,12.886487057729841
1.4446680535836083,12.618829699845
1.4935389427246266,12.31109183628467
1.541037395212084,11.995461700542414
1.5872627149505945,11.671299011546434
1.632303360457006,11.337871926630223
1.6762384837978332,10.994337589523736
1.7191392054035854,10.639717018800804
1.761069677325768,10.272862183827073
1.8020879757036141,9.892412074698932
1.6276574881138068,9.892412074698932
1.6712825992108975,9.892412074698932
1.7149077103079882,9.892412074698932
1.758532821405079,9.892412074698932
1.8021579325021697,9.892412074698932
1.8457830435992604,9.892412074698932
1.8894081546963513,9.892412074698932
1.933033265793442,9.892412074698932
1.9766583768905326,9.892412074698932
2.0202834879876232,10.438541934381034
1.8457830435992602,10.438541934381034
1.911464241137177,9.892412074698932
1.9771454386750937,9.892412074698932
2.0428266362130105,9.892412074698932
2.1085078337509273,9.892412074698932
2.1741890312888446,9.892412074698932
2.239870228826762,9.892412074698932
2.3055514263646786,9.892412074698932
2.371232623902596,9.892412074698932
2.4369138214405126,9.892412074698932
2.1741890312888454,9.892412074698932
2.2398929544417325,10.044604982113519
2.3041420540341164,10.194526072248294
2.367019619467797,10.342274142025087
2.4291950213065068,10.438541934381034
2.492178964341292,10.438541934381034
2.5551629073760775,10.438541934381034
2.618146850410863,10.438541934381034
2.6811307934456483,10.438541934381034
2.7441147364804337,10.438541934381034
2.492178964341292,10.438541934381034
2.553552450549983,10.780711324998448
2.6121569416804933,11.112349689875144
2.6683055806842124,11.434373379734755
2.7222592065001074,11.47163279548153
2.7742374934403373,11.23553689921622
2.8244272690055556,10.994372189121622
2.872988826314575,10.747797460513143
2.920060784774876,10.495431419026783
2.96576388225667,10.236845758864217
2.766652991495632,10.236845758864217
2.818103152284195,10.236845758864217
2.8695533130727577,10.236845758864217
2.9210034738613206,10.236845758864217
2.9724536346498835,10.236845758864217
3.0239037954384465,10.236845758864217
3.0753539562270094,10.236845758864217
3.1268041170155723,10.236845758864217
3.178254277804135,10.236845758864217
3.229704438592698,12.723632070842479
3.0239037954384465,12.723632070842479
3.0876539687824174,10.236845758864217
3.1514041421263883,10.236845758864217
3.2151543154703592,10.236845758864217
3.27890448881433,10.236845758864217
3.342654662158301,10.236845758864217
3.406404835502272,10.236845758864217
3.470155008846243,10.236845758864217
3.533905182190214,10.236845758864217
3.597655355534185,10.236845758864217
3.342654662158301,10.236845758864217
3.4058577614489707,10.51881639745934
3.466632838075181,10.793423262160283
3.5252157956980454,11.06121480800486
3.581808422729388,11.322674610775898
3.6365847265577487,11.578231628974796
3.6896958602681393,11.828268468667575
3.741274001059261,12.07312810664903
3.7914354370845023,12.313119409485232
3.840283049030758,12.548521701974508
3.629552438597485,12.779588577791085
3.679975979635875,13.061237610172897
3.7288276223790726,13.33694011387851
3.776232515327166,13.607057554554855
3.8223008484270466,13.871916197294265
3.8671301665476623,13.76168010663108
3.9108072516850343,13.530216303837095
3.9534096668416807,13.294723280309098
3.995007031996085,13.054982993913335
4.035662086072196,12.81075699725586
3.8622837634095024,12.804573130810278
3.90504698200853,12.798386276472401
3.9478102006075577,12.792196429907014
3.9905734192065854,12.786003586768395
4.033336637805613,12.779807742700308
4.076099856404641,12.77360889333595
4.118863075003668,12.767407034297914
4.161626293602696,12.761202161198154
4.204389512201724,12.754994269637953
4.247152730800751,12.748783355207884
4.076099856404641,12.499110338639893
4.127120255413704,12.244347327520716
4.178140654422767,11.984169712434515
4.22916105343183,11.718216840283413
4.2801814524408925,11.446086149220209
4.331201851449956,11.167326016322788
4.3822222504590185,10.881426954876313
4.433242649468082,10.587810670472802
4.484263048477144,10.285816302717386
4.535283447486208,9.974682913893343
4.331201851449958,9.974682913893343
4.382223914021002,9.974682913893343
4.432657271655108,9.974682913893343
4.482519746750503,9.947266486270335
4.531828331529651,9.803035674354016
4.581144313253012,9.656650885086302
4.630772885686139,9.508012631471344
4.680401458119267,9.357013523769174
4.730030030552394,9.203537361676748
4.779658602985521,9.04745808785873
4.581144313253011,9.04745808785873
4.6458482752766415,9.04745808785873
4.710552237300273,9.04745808785873
4.775256199323903,9.04745808785873
4.839960161347533,9.04745808785873
4.904664123371164,9.04745808785873
4.969368085394795,9.04745808785873
5.034072047418426,9.04745808785873
5.098776009442056,9.04745808785873
5.163479971465686,9.974682913893343
4.9046641233711625,9.974682913893343
4.976847921537628,9.04745808785873
5.049031719704094,9.04745808785873
5.121215517870559,9.04745808785873
5.193399316037025,9.04745808785873
5.265583114203491,9.04745808785873
5.337766912369957,9.04745808785873
5.409950710536422,9.04745808785873
5.482134508702888,9.04745808785873
5.554318306869353,9.04745808785873
5.265583114203489,9.04745808785873
5.33642170167362,9.307603540571508
5.404428217189414,9.560673066544958
5.469888417238713,9.807214451731797
5.533045220392909,10.047708252091912
5.59410693885841,10.282578807675375
5.65325361985309,10.512203039941419
5.713913772540707,10.574801284765412
5.775824910873133,10.574801284765412
5.83773604920556,10.574801284765412
5.590091495875853,10.574801284765412
5.650931409515385,10.91160066369167
5.709098063578352,11.238311077536373
5.76488634377538,11.223350956172133
5.818543027227815,10.857708241418162
5.870276801909505,10.479315331934133
5.920265801620097,10.08673740098649
5.968663360717738,9.678248445189327
6.015602470652981,9.251741162460155
6.061199274739376,8.804597441536409
5.862883329806782,8.804597441536409
5.911040743477991,8.804597441536409
5.9591981571492,8.804597441536409
6.0065926576883895,8.804597441536409
6.0533598104745865,8.804597441536409
6.099521448148974,8.76077344179093
6.145098234895556,8.682446123893705
6.19010974912779,8.603405726236808
6.234574558979413,8.52363241148818
6.279405274440653,8.44310540512786
6.097270090885958,8.44310540512786
6.170646086124403,8.44310540512786
6.244022081362848,8.44310540512786
6.317398076601292,8.44310540512786
6.390774071839737,8.44310540512786
6.464150067078182,8.44310540512786
6.537526062316626,8.44310540512786
6.610902057555071,8.44310540512786
6.684278052793516,8.44310540512786
6.757654048031961,8.649092913541963
6.464150067078183,8.649092913541963
6.541189346521239,8.44310540512786
6.618228625964296,8.44310540512786
6.695267905407352,8.44310540512786
6.772307184850408,8.44310540512786
6.849346464293465,8.44310540512786
6.926385743736521,8.44310540512786
7.003425023179577,8.44310540512786
7.080464302622634,8.44310540512786
7.157503582065689,8.44310540512786
6.849346464293465,8.44310540512786
6.926321052966728,8.44310540512786
7.0032956416399905,8.44310540512786
7.080270230313254,8.44310540512786
7.157244818986517,8.44310540512786
7.23421940765978,8.44310540512786
7.311193996333043,8.44310540512786
7.388168585006307,8.44310540512786
7.4603857546458565,8.567645616713092
7.532757203297623,8.649092913541963
7.232191781151603,8.649092913541963
7.306183129841627,8.894826027698986
7.377249011609814,9.133950508897058
7.4456815211198855,9.36697249568559
7.511729400405809,9.594336640481192
7.576475918668674,9.765414873706105
7.643402213027865,9.765414873706105
7.710328507387056,9.765414873706105
7.777254801746247,9.765414873706105
7.844181096105439,9.765414873706105
7.576475918668676,9.765414873706105
7.642168400870473,10.041174054265333
7.705278226223457,10.309559889757768
7.766061879800591,10.571133990871228
7.824737973299478,10.826390099447
7.881494418495274,11.07576504435946
7.9364939760326285,11.319647523236132
7.989878601827359,11.558385215191473
8.041772890744987,11.792290596623195
8.092286833635749,12.021645737903723
7.874070824725024,12.18461697472642
7.927303442959647,12.456209226682944
7.9788587946543394,12.722004786078779
8.028871788415607,12.982359695183364
8.077461048688876,13.237594975418745
8.12473145815357,13.488001268213969
8.170776221837416,13.733842713874793
8.215678556936357,13.975360216021686
8.259513086905889,14.212774206525332
8.302346999821609,14.446287001294893
8.11957536664094,14.676084818571058
8.165850748920038,14.676084818571058
8.212126131199136,14.676084818571058
8.258401513478235,14.676084818571058
8.304676895757332,14.676084818571058
8.35095227803643,14.676084818571058
8.39722766031553,14.676084818571058
8.443503042594628,14.676084818571058
8.489778424873727,14.676084818571058
8.536053807152825,14.676084818571058
8.350952278036432,14.676084818571058
8.39437069866902,14.676084818571058
8.436922428814658,14.913863402573437
8.47849205933195,15.147910006972799
8.519138344891399,15.378395025752003
8.55891470323312,15.60547626818231
8.597869848559007,15.829300222862937
8.636048333520495,16.050003163060627
8.673491015174582,16.267712117042876
8.710235457351118,16.48254572302807
8.555472578029487,16.694614985091402
8.594509388284552,16.887334323040882
8.632891019334194,17.077879012801052
8.670646113784667,17.26632105034499
8.70780140057758,17.452728544594475
8.744381863188385,17.637166005030934
8.780410889726683,17.819694602510307
8.815910407222873,18.00037240627124
8.85090100205683,18.179254599739984
8.88540202820832,18.35639367740525
8.742077078720085,18.53183962475392
8.777628071792114,18.53183962475392
8.81317906486414,18.53183962475392
8.84873005793617,18.53183962475392
8.884281051008198,18.53183962475392
8.919832044080227,18.53183962475392
8.955383037152254,18.53183962475392
8.990934030224283,18.53183962475392
9.026485023296312,18.53183962475392
9.062036016368339,18.53183962475392
8.919832044080229,18.53183962475392
8.955366186905463,18.53183962475392
8.990900329730698,18.53183962475392
9.026434472555932,18.53183962475392
9.061968615381167,18.53183962475392
9.097502758206401,18.53183962475392
9.132188329702998,18.668977223106737
9.166503631436328,18.805114762642543
9.200459141366446,18.9402738078264
9.234064879110038,19.074475159089264
9.095911756002696,19.207738890197145
9.12998966569553,19.325778502514417
9.163758657661191,19.361629128186213
9.197226104839324,19.194254995086954
9.23039910853831,19.02540846172329
9.263284511726509,18.855049972206487
9.29588891152001,18.68313816716548
9.328218670924347,18.50962976648607
9.360279929882932,18.334479442061586
9.392078615680726,18.15763967949498
9.262112524629684,18.12534528079577
