X,Y
1629.4008458399999,924.291550093591
1639.647762104978,920.8511233247903
1650.122784104015,918.3199569230453
1660.859896430436,917.1230574721897
1671.6123418824657,917.6184099637244
1682.016375300968,920.3935144788744
1691.17579548485,926.0238249731258
1698.4597472456028,933.9618802932881
1704.701380802552,942.7882424794009
1712.6597887172416,949.9606641903026
1722.9121003607827,952.8752630042338
1733.5891417300322,951.3522840443542
1744.3079041447158,950.3339769520394
1754.827593101161,952.4918563260137
1763.4464398927637,958.8417300418339
1770.1002625932567,967.3895452445068
1776.9893727454892,975.635656386871
1785.2880513778757,982.5142641644259
1795.1754161932538,986.6837848624917
1805.8879102920484,988.0086689414923
1814.7809433883356,993.7536474621168
1819.6451236079765,1003.2989885031855
1820.3055092801912,1014.0184621979022
1819.8243522289056,1024.8131623077902
1821.8981964962875,1035.3321448912056
1829.0762942650153,1043.1289225427697
1839.4369938410307,1045.6798928762419
1849.5438102994879,1042.2868585714111
1857.0861736279264,1034.6673822122661
1861.8561022031918,1025.0381582589273
1865.080445194954,1014.7122381506966
1868.1801561608168,1004.0113698092412
1871.090830207287,993.9718308116568
1874.0655768190045,983.6071096510312
1877.12685256493,973.242232263247
1880.4301623609417,962.9573141413016
1884.30102836403,952.888770677207
1889.1927392674047,943.2810676603774
1895.5158837806523,934.5361743704686
1903.1768129017787,926.9456814574597
1911.863967668216,920.5504272174367
1921.3085264833005,915.3339182922169
1931.3080479851772,911.2648703889422
1941.6759329551448,908.3240359606336
1952.3196988589614,906.4984781099403
1963.109558789635,905.7765330348809
1973.8745006970325,906.1246393501074
1984.5754694829402,907.5233552176135
1995.085818868288,909.9523903593202
2005.3129294483224,913.4056312115557
2015.1394376268777,917.8710333917672
2024.4365606487602,923.3335550346358
2033.1422699294453,929.8360133737649
2036.0966271601437,939.7799442183916
2034.707388629632,950.4376461799361
2032.6794625849514,961.0255743624266
2031.2111378448392,971.7388881951438
2030.7533457199177,982.4895569329638
2033.5047128016442,992.8225421833779
2041.5488887346419,999.8715490805367
2050.2908791714644,1006.204189603342
2056.7862748420216,1014.7077170067171
2057.921750146665,1025.3620454677757
2056.774535508342,1036.0826663488463
2057.162097702707,1046.8387915213157
2061.3622551303215,1056.7021828759962
2069.099103982939,1064.1105955853939
2079.2753211301992,1067.5114120902163
2089.9962652074573,1068.7868932007516
2100.7718723946055,1068.9715663446918
2111.2134568750735,1066.3281832302077
2121.6773983608964,1063.7439659388092
2132.1676195464975,1061.2910631599202
2141.567949209236,1056.0436447362247
2149.6797145595124,1048.9461254519824
2156.7146486994193,1040.7584883129873
2162.8479669482963,1031.8421501707671
2168.2952227646824,1022.5821123235876
2173.467013393637,1013.0315679211126
2178.551389205945,1003.5543332675652
2183.760524599784,994.1027817723291
2189.1525396637862,984.7433473769555
2194.779769468342,975.5337627269864
2200.6855639606,966.498035075076
2206.9505602850904,957.6964571519119
2213.7218240415073,949.2971147022855
2221.1877842804543,941.4926804839818
2229.5127515026343,934.6483876453082
2238.861119344094,929.285277373081
2249.1579058168063,926.1334369363036
2259.91807995763,925.4482804743243
2270.8167649523616,926.0371835857188
2281.469595833603,926.7453325368579
2292.2484955231303,927.5351941432315
2302.956911249695,928.7954631959408
2313.5603739155745,930.815591178206
2323.9988264378285,933.4948477227401
2334.3402831938474,936.6704996751703
2344.667705199462,940.1973187286432
2354.727032396328,943.8021426286375
2364.7927093994326,947.5457598515186
2374.86386463245,951.6755687505954
2384.556001408356,956.3257696711394
2393.841916722999,961.829145241752
2402.4081406065297,968.3718893336084
2410.207124756972,975.8438662170264
2417.803727072888,983.5126482207922
2425.8549335200237,990.7022281400191
2434.5469073585523,997.0987746466958
2443.832391664713,1002.5956086302374
2453.6369891520294,1007.0856472511151
2463.8897184114608,1010.4732716501383
2474.4562407393564,1012.6623211621884
2485.2080956357227,1013.5597703497962
2495.989445388017,1013.1288315325789
2506.6606896924686,1011.5086874686306
2517.136034647576,1008.8672744272003
2527.331905483639,1005.3637894797845
2537.251103620137,1001.094069182084
2546.8443046690236,996.1568119932372
2556.104745153292,990.6119061156476
2565.126196817525,984.6270527043325
2573.998324630566,978.560572654706
2583.021605921955,972.6014759937824
2592.249571541584,966.9973037684367
2601.6005278077523,961.5825361339652
2609.80305828979,954.6709135289175
2611.4804003594304,944.4307492243558
2606.7564006872713,934.7624517249485
2600.0577607696578,926.3131843694442
2592.8382696546205,918.3034317737748
2586.4689953679476,909.5997279034517
2581.3655822972833,900.0844651139581
2577.3660979665488,890.0609780042349
2574.408279946682,879.6842868756825
2573.174649548055,868.9635410362644
2574.972623301618,858.3939166279685
2580.215744892357,848.913867386462
2585.6350200456104,839.6658283743773
2590.6360714656635,830.1182291919826
2594.816444546579,820.1538912305573
2595.8697420897624,809.4500910847605
2595.744749917564,798.6439041035728
2596.7718511900953,787.9065322740713
2599.3961465737375,777.4442652374225
2603.4624939175264,767.4652173804851
2608.3632820015027,757.8602980560989
2613.4115228606297,748.2707166461452
2618.0660708013397,738.556287210335
2622.3657188535867,728.6444721682078
2626.3949646834017,718.628489052955
2630.2517991021928,708.5708467448014
2634.16192660653,698.0921373196165
2637.8382658519454,688.0950210933664
2641.4713763717155,678.1529348638599
2645.1565078291264,668.0573964799048
2648.836151964765,657.8299336294979
2652.3447179971627,647.6778149932352
2655.6799489280197,637.3463913580171
2658.6881383562227,627.0174698569041
2661.3273330442426,616.5488995443509
2663.5211298231043,605.9812088793109
2665.4333089198517,595.3537293761913
2667.4766452664544,584.7645971202605
2670.0996930771676,574.2936459720261
2673.7643595223503,564.1350677714615
2678.851568131367,554.6256816664385
2685.3667972862822,546.0298204415512
2693.089353753597,538.4996101458339
2701.711839460935,532.0062632793805
2710.626897941923,525.8923868447291
2719.2137514638675,519.3809715564236
2726.8391019098253,511.7665884677577
2732.796693605867,502.7830148991234
2736.349754516146,492.6181511701689
2737.1293889135745,481.88432479964825
2734.526456917519,471.47184453551444
2728.7473221251653,462.37618064712234
2722.1893408276796,453.8016287679023
2717.1506981197285,444.29433034814156
2714.743558258965,433.78938688893055
2713.9680638168943,423.02918961874525
2714.3864103358223,412.2489496949912
2715.8985158022015,401.55866992077125
2718.389325892939,391.058519868935
2721.7912944915433,380.814611542965
2726.074855382937,370.9079666762186
2731.192138807694,361.4219665238412
2736.949499598394,352.26931814865463
2742.9591210305434,343.3041171630249
2748.8905446167787,334.29784254569876
2754.4374978122496,325.0226587035842
2759.228937493431,315.3537329677999
2762.891455451407,305.2045389553554
2765.2613299963427,294.68607021688075
2766.3459894235116,283.9438773138547
2766.4018167990534,273.1439583710296
2766.061715111703,262.3585722935815
2765.966606319442,251.58290581397154
2766.8219663906443,240.8161193602782
2769.397390241281,230.34461556489066
2774.0070615334816,220.5903725185757
2779.615460232613,211.41332141644648
2785.5038145308836,202.29381492004813
2791.264039750664,193.1847618295078
2796.5040878557566,183.7530430435263
2800.2765794315746,173.65941307580272
2801.7406290183017,162.9731478048176
2801.9887595486425,152.15907488366668
2802.575574768755,141.4060855529084
2804.2682749687647,130.7886354367455
2806.390565836149,120.13531391758693
2808.37618036687,109.53847912113451
2810.3931206234215,98.95614353408791
2812.7054333409164,88.40310090671733
2815.4474957981365,77.95828452158696
2818.5055697255393,67.60723507709861
2821.724053072501,57.3363646648603
2824.876544357814,46.977384000666234
2827.4229083363707,36.48883500274894
2827.6607047567218,25.772534063614216
2821.9460820335503,16.81902682700411
2812.6231878822678,11.518899020967524
2801.9858880636416,10.0
2791.307078763722,11.23781167159882
2780.810318283698,13.872601311491962
2770.6076392089126,17.30418660415546
2760.5157289616295,21.290246144371963
2750.634676507392,25.52626270702615
2740.833077457966,29.92125768664664
2730.8719744826985,34.449762750074115
2721.0036700393116,38.90128221783755
2711.134475941326,43.31305869413859
2701.376666386722,47.654154149250985
2691.4374496188534,52.04523043780682
2681.5287548813867,56.11586482152347
2671.2794561464025,59.54686431347261
2660.739336385516,61.86228701993434
2649.9995036600167,62.87225214483715
2639.213073797368,62.54722021516136
2628.5209316509126,61.078586566530475
2617.891261204082,59.20010973482704
2607.2010600766835,57.68388529695619
2596.440436486334,56.95712506893403
2585.649554835703,57.0840927061771
2574.893942765675,58.09891427012872
2564.2706234038715,59.99962374059919
2553.839657505385,62.78590667969979
2543.6911473569385,66.4515413056954
2533.795238704644,70.82323871632263
2524.070531808586,75.45781284733073
2514.2918980097347,79.98365297192368
2504.2300119802153,83.97086756649867
2493.815604361582,86.75652034635402
2483.072557957661,87.50311091210176
2472.3616221627985,86.13530019144378
2461.8297359754292,83.70117522383907
2451.3563618511353,81.16996298682113
2440.7234793312173,79.38053798189571
2429.989479423735,79.93876307581684
2420.500120584825,84.91372892517552
2412.031113267761,91.61755299415472
2402.371860910275,96.27102858766648
2391.6738371586043,96.58678903688633
2381.8856407305925,92.14702492572985
2372.6528522951735,86.57641657340935
2362.2784453501954,84.00190330593443
2351.753854009703,86.11713542432437
2342.3979886347174,91.44882615294785
2333.317796761806,97.27147235212101
2322.902465214291,99.76243720340449
2312.3172221852474,98.0045113097342
2302.8000574786956,92.94740959747298
2292.9272283786217,88.73394277315447
2282.1826732681,88.44731964292532
2271.3600970429525,89.09143581418914
2260.5915761059364,89.36000976918285
2249.800182804371,89.1644557453858
2238.934172516596,88.58213059114883
2228.256550591608,87.73783958219087
2217.54612849583,86.69867102268279
2206.7683040253874,85.55337583407493
2196.0404568859535,84.39916284727474
2185.290901197258,83.31054397553328
2174.545685175561,82.34393839142047
2163.788955835251,81.5341870006954
2153.0032569588966,80.91218017447
2142.215221077385,80.49014628902478
2131.4227215741967,80.20464828946263
2120.5780709812875,79.96022805030293
2109.871176712837,79.66983373942321
2099.049996671131,79.22703595134135
2088.279263897274,78.5555715740403
2077.5078946459885,77.69177898474175
2066.756297867735,76.7704255765666
2055.989527685127,75.92575254214307
2045.2153757416093,75.30411941459704
2034.423001072175,75.0416711996487
2023.6279379540797,75.16970055363811
2012.8970362947512,75.55684731307235
2001.9207199155037,76.07103800628124
1991.2165721919428,76.54221612944309
1980.498199580578,76.85785125567645
1969.6820706297772,77.00414764299376
1958.876266533133,77.11691135435183
1948.1283890364741,77.3410578709404
1937.3083332624549,77.83831032568673
1926.5484945312205,78.74335083327207
1915.823431284277,79.9451946807335
1905.1075568906106,81.01285704895315
1894.2963003980474,81.50884166042272
1883.4943619268158,81.19589723489776
1872.7906658977433,79.92546994547195
1862.2638009813372,77.5536127788655
